Date,SPY,SPY_Volume,VOO,VOO_Volume,IVV,IVV_Volume,QQQ,QQQ_Volume,DIA,DIA_Volume
2021-04-07 20:02,406.2200012207031,28515018.0,373.3999938964844,1541075.0,407.75,1374701.0,331.05999755859375,17745786.0,334.30999755859375,1698122.0
2021-04-07 20:03,406.1199951171875,28560813.0,373.3299865722656,1542596.0,407.6400146484375,1380118.0,331.0299987792969,17791627.0,334.2300109863281,1700594.0
2021-04-07 20:04,406.0799865722656,28589617.0,373.2738037109375,1544877.0,407.6400146484375,1383612.0,330.9382019042969,17841636.0,334.24200439453125,1703927.0
2021-04-07 20:05,406.20001220703125,28616112.0,373.3800048828125,1546162.0,407.67999267578125,1385295.0,331.010009765625,17871124.0,334.2799987792969,1705448.0
2021-04-07 20:06,406.2900085449219,28714869.0,373.4400024414063,1552317.0,407.7900085449219,1394142.0,331.17498779296875,18335286.0,334.3002014160156,1714005.0
2021-04-07 20:07,406.18499755859375,28775860.0,373.3500061035156,1554845.0,407.6950073242188,1400844.0,331.114990234375,18363509.0,334.2250061035156,1715157.0
2021-04-07 20:08,406.1000061035156,28831971.0,373.2799987792969,1558077.0,407.6400146484375,1405943.0,331.0098876953125,18403463.0,334.1199951171875,1722775.0
2021-04-07 20:09,406.0499877929688,29015845.0,373.2300109863281,1562896.0,407.55999755859375,1414866.0,330.9198913574219,18445949.0,334.05999755859375,1725398.0
2021-04-07 20:10,406.114990234375,29088903.0,373.1900024414063,1565211.0,407.6400146484375,1418948.0,330.95001220703125,18685696.0,334.1499938964844,1729462.0
2021-04-07 20:11,406.0849914550781,29128584.0,373.2789916992188,1567323.0,407.5899963378906,1421238.0,330.9100036621094,18711626.0,334.1499938964844,1731350.0
2021-04-07 20:12,406.1199951171875,29162164.0,373.30999755859375,1568741.0,407.6400146484375,1423582.0,330.8900146484375,18732413.0,334.1199951171875,1756318.0
2021-04-07 20:13,406.14190673828125,29222441.0,373.30999755859375,1571353.0,407.67999267578125,1425532.0,330.8800048828125,18755341.0,334.1600036621094,1760274.0
2021-04-07 20:14,406.2063903808594,29260203.0,373.3500061035156,1573727.0,407.739990234375,1428362.0,331.052001953125,18791641.0,334.19000244140625,1762895.0
2021-04-07 20:15,406.135009765625,29296195.0,373.3599853515625,1575593.0,407.6600036621094,1431178.0,330.897705078125,18826807.0,334.1300048828125,1764069.0
2021-04-07 20:16,406.1610107421875,29330589.0,373.3500061035156,1577156.0,407.6700134277344,1435080.0,330.9798889160156,18842246.0,334.1499938964844,1766886.0
2021-04-07 20:17,406.1724853515625,29362344.0,373.3497009277344,1579199.0,407.6749877929688,1436898.0,331.0198974609375,18864015.0,334.0902099609375,1768020.0
2021-04-07 20:18,406.2099914550781,29387860.0,373.3900146484375,1580544.0,407.7349853515625,1439239.0,331.1000061035156,18881028.0,334.0899963378906,1769213.0
2021-04-07 20:19,406.0799865722656,29493277.0,373.2799987792969,1586296.0,407.6300048828125,1447398.0,330.9549865722656,18964517.0,334.0299987792969,1771027.0
2021-04-07 20:20,406.1000061035156,29545424.0,373.2900085449219,1588503.0,407.6199951171875,1450822.0,330.96649169921875,19045899.0,334.05499267578125,1773624.0
2021-04-07 20:21,406.1199951171875,29573335.0,373.2900085449219,1590315.0,407.6199951171875,1452396.0,330.95001220703125,19062413.0,334.04998779296875,1776131.0
2021-04-07 20:22,406.0700073242188,29609483.0,373.239990234375,1593320.0,407.59619140625,1454723.0,330.8900146484375,19075367.0,334.01849365234375,1778084.0
2021-04-07 20:23,405.989990234375,29641716.0,373.20001220703125,1594616.0,407.5049133300781,1457337.0,330.8197021484375,19096246.0,333.9700012207031,1782019.0
2021-04-07 20:24,405.9700012207031,29687568.0,373.1700134277344,1597510.0,407.4700012207031,1459057.0,330.79998779296875,19118436.0,333.8900146484375,1786688.0
2021-04-07 20:25,405.9800109863281,29771051.0,373.20001220703125,1603125.0,407.52569580078125,1467201.0,330.80999755859375,19137771.0,334.0299987792969,1791226.0
2021-04-07 20:26,405.9849853515625,29823367.0,373.17999267578125,1606515.0,407.489990234375,1472855.0,330.7699890136719,19157585.0,333.989990234375,1791996.0
2021-04-07 20:27,406.05999755859375,29846603.0,373.2099914550781,1607930.0,407.5249938964844,1475029.0,330.8500061035156,19173730.0,334.07000732421875,1793471.0
2021-04-07 20:28,406.1099853515625,29881958.0,373.2999877929688,1611808.0,407.6400146484375,1476192.0,330.8999938964844,19201877.0,334.0799865722656,1794184.0
2021-04-07 20:29,406.05999755859375,29933658.0,373.2300109863281,1613460.0,407.55999755859375,1477855.0,330.80999755859375,19233516.0,334.05999755859375,1796119.0
2021-04-07 20:30,406.0689086914063,29968046.0,373.260009765625,1615555.0,407.5799865722656,1481826.0,330.875,19247168.0,334.04998779296875,1797288.0
2021-04-07 20:31,405.9910888671875,30007054.0,373.2069091796875,1617516.0,407.5299987792969,1483732.0,330.8450012207031,19262887.0,334.04998779296875,1799757.0
